,CHIEF,DISEASE,ATTRIBUTE_TH,ATTRIBUTE_EN,HAVE_SYMPTOM,SCORE,ALARM
8987,dizziness,psychogenic_dizziness,ความดันโลหิตสูง,hypertension,1,0.1,
8988,dizziness,psychogenic_dizziness,มะเร็ง,cancer,1,0.2,
8989,dizziness,psychogenic_dizziness,HIV,hiv,1,0.2,
8990,dizziness,psychogenic_dizziness,ยานอนหลับ,medicine_sleeping,1,0.2,
8991,dizziness,psychogenic_dizziness,เป็นขึ้นเฉียบพลันทันที,abrupt_onset,1,1.2,
8992,dizziness,psychogenic_dizziness,เกิดขึ้นในหลักชั่วโมง,onset_hours,1,1.7,
8993,dizziness,psychogenic_dizziness,เกิดขึ้นในหลักวันถึงสัปดาห์,onset_days_to_weeks,1,0.2,
8994,dizziness,psychogenic_dizziness,อาการเป็นๆหายๆเป็นพักๆ,intermittent,1,1.5,
8995,dizziness,psychogenic_dizziness,เป็นอยู่นานหลักนาที,duration_minutes,1,1.2,
8996,dizziness,psychogenic_dizziness,เป็นอยู่นานเป็นชั่วโมง ถึง วัน,duration_hours_to_days,1,1.7,
8997,dizziness,psychogenic_dizziness,เป็นอยู่นานมากกว่า 3 วัน,duration_>_3days,1,-0.1,
8998,dizziness,psychogenic_dizziness,อาการมากขึ้นเมื่อถูกแสงจ้า หรือได้ยินเสียงดัง,progressive_when_expose_to_light_or_sound,1,0.2,
8999,dizziness,psychogenic_dizziness,ความเครียด,stress,1,2.3,
9000,dizziness,psychogenic_dizziness,เกิดขึ้นเองโดยไม่มีปัจจัยกระตุ้น,occurred_without_stimulating_factors,1,0.2,
9001,dizziness,psychogenic_dizziness,พูดไม่ชัด ,dysarthria,1,-1.5,
9002,dizziness,psychogenic_dizziness,สับสน,confused,1,-0.3,
9003,dizziness,psychogenic_dizziness,แขนขาอ่อนแรงครึ่งซีก,hemiparesis,1,-2,
9004,dizziness,psychogenic_dizziness,ปากเบี้ยวหน้าเบี้ยว,facial_palsy,1,-2.3,
9005,dizziness,psychogenic_dizziness,หยิบจับสิ่งของแล้วทำหลุดมือ,pick_up_the_item_and_drop_off,1,-0.2,
9006,dizziness,psychogenic_dizziness,ตากระตุก ,eyelid_myokymia,1,-0.1,
9007,dizziness,psychogenic_dizziness,มองเห็นภาพมืดลงเป็นพักๆ ,amaurosis_fugax,1,-0.5,
9008,dizziness,psychogenic_dizziness,มองเห็นภาพซ้อน,diplopia,1,0.2,
9009,dizziness,psychogenic_dizziness,บ้านหมุน,vertigo,1,1,
9010,dizziness,psychogenic_dizziness,ทรงตัวลำบาก,postural_instability,1,0.3,
9011,dizziness,psychogenic_dizziness,คลื่นไส้อาเจียน,nausea_and_vomiting,1,0.8,
9012,dizziness,psychogenic_dizziness,ได้ยินเสียงหึ่งในหู,tinnitus,1,0.2,
9013,dizziness,psychogenic_dizziness,เดินเซ,ataxic_gait,1,-0.3,
9014,dizziness,psychogenic_dizziness,หูอื้อ/ไม่ได้ยินเสียง ทันที,hearing_loss_abrupt,1,-0.1,
9015,dizziness,psychogenic_dizziness,หูอื้อ/ไม่ได้ยินเสียง เป็นๆหายๆ,hearing_loss_intermittent,1,-0.1,
9016,dizziness,psychogenic_dizziness,แน่นในหู,ear_pressure,1,0.1,
9017,dizziness,psychogenic_dizziness,รู้สึกคล้ายเมาเรือ,motion_sickness,1,0.6,
9018,dizziness,psychogenic_dizziness,ปวดศีรษะ,headache,1,0.9,
9019,dizziness,psychogenic_dizziness,ปวดศีรษะแบบตื้อๆตุบๆ,headache_throbbing,1,0.9,
9020,dizziness,psychogenic_dizziness,ความจำแย่ลง,amnesia,1,-0.1,
9021,dizziness,psychogenic_dizziness,รู้สึกไม่สบายใจ หรือตื่นกลัว,anxiety,1,2.5,
9022,dizziness,psychogenic_dizziness,นอนไม่หลับ,insomnia,1,1.3,
9023,dizziness,psychogenic_dizziness,ชา,numbness,1,1.5,
9024,dizziness,psychogenic_dizziness,ไม่สามารถจัดการเวลา หรือกิจวัตรประจำวันได้ดี,functional_impairment_routine_activities,1,0.8,
9025,dizziness,psychogenic_dizziness,คิดช้าลง,cognitive_impairment,1,0.5,
9026,dizziness,psychogenic_dizziness,มองเห็นภาพสั่น ,nystagmus,1,0.2,
9027,dizziness,psychogenic_dizziness,ใจสั่น,palpitation,1,1.2,
9028,dizziness,psychogenic_dizziness,เหงื่อแตก,sweating,1,1,
9029,dizziness,psychogenic_dizziness,ถ่ายดำ ,maroon_stool,1,-2,
9030,dizziness,psychogenic_dizziness,ถ่ายเป็นเลือด หรือถ่ายปนเลือด,hematochezia,1,-2,
9031,dizziness,psychogenic_dizziness,เลือดออกง่าย ,bleeding_diathesis,1,-1,
9032,dizziness,psychogenic_dizziness,ผิวช้ำตามตัว,easy_bruised_skin,1,-1,
9033,dizziness,vertebrobasilar_tia,อายุ<_15,age_<_15,1,-0.2,
9034,dizziness,vertebrobasilar_tia,อายุ15-30,age_15_30,1,0.8,
9035,dizziness,vertebrobasilar_tia,อายุ31-45,age_31_45,1,1.4,
9036,dizziness,vertebrobasilar_tia,อายุ46-60,age_46_60,1,1.8,
9037,dizziness,vertebrobasilar_tia,อายุ61-75,age_61_75,1,1.9,
9038,dizziness,vertebrobasilar_tia,อายุ_> 76,age_>_76,1,1.8,
9039,dizziness,vertebrobasilar_tia,ความดันโลหิตสูง,hypertension,1,0.3,
9040,dizziness,vertebrobasilar_tia,เบาหวาน,diabetes,1,0.4,
9041,dizziness,vertebrobasilar_tia,เป็นขึ้นเฉียบพลันทันที,abrupt_onset,1,1.9,
9042,dizziness,vertebrobasilar_tia,เกิดขึ้นในหลักชั่วโมง,onset_hours,1,-0.2,
9043,dizziness,vertebrobasilar_tia,เกิดขึ้นในหลักวันถึงสัปดาห์,onset_days_to_weeks,1,-0.5,
9044,dizziness,vertebrobasilar_tia,อาการเป็นๆหายๆเป็นพักๆ,intermittent,1,1.6,
9045,dizziness,vertebrobasilar_tia,เป็นอยู่นานหลักนาที,duration_minutes,1,1.7,
9046,dizziness,vertebrobasilar_tia,เป็นอยู่นานเป็นชั่วโมง ถึง วัน,duration_hours_to_days,1,1.4,
9047,dizziness,vertebrobasilar_tia,เป็นอยู่นานมากกว่า 3 วัน,duration_>_3days,1,-1,
9048,dizziness,vertebrobasilar_tia,ประวัติกระทบกระเทือนที่ศีรษะมาก่อน,history_of_head_injury,1,0.4,
9049,dizziness,vertebrobasilar_tia,ความเครียด,stress,1,0.4,
9050,dizziness,vertebrobasilar_tia,เกิดขึ้นเองโดยไม่มีปัจจัยกระตุ้น,occurred_without_stimulating_factors,1,1,
9051,dizziness,vertebrobasilar_tia,พูดไม่ชัด ,dysarthria,1,1.1,alarm
9052,dizziness,vertebrobasilar_tia,สับสน,confused,1,1.5,alarm
9053,dizziness,vertebrobasilar_tia,แขนขาอ่อนแรงครึ่งซีก,hemiparesis,1,2.3,alarm
9054,dizziness,vertebrobasilar_tia,ปากเบี้ยวหน้าเบี้ยว,facial_palsy,1,0.8,alarm
9055,dizziness,vertebrobasilar_tia,หยิบจับสิ่งของแล้วทำหลุดมือ,pick_up_the_item_and_drop_off,1,0.6,alarm
9056,dizziness,vertebrobasilar_tia,ตากระตุก ,eyelid_myokymia,1,0.5,alarm
9057,dizziness,vertebrobasilar_tia,มองเห็นภาพมืดลงเป็นพักๆ ,amaurosis_fugax,1,0.8,alarm
9058,dizziness,vertebrobasilar_tia,เป็นลมหมดสติ,faint,1,0.9,alarm
9059,dizziness,vertebrobasilar_tia,มองเห็นภาพซ้อน,diplopia,1,1.1,alarm
9060,dizziness,vertebrobasilar_tia,บ้านหมุน,vertigo,1,2,
9061,dizziness,vertebrobasilar_tia,ทรงตัวลำบาก,postural_instability,1,2.3,
9062,dizziness,vertebrobasilar_tia,คลื่นไส้อาเจียน,nausea_and_vomiting,1,0.5,
9063,dizziness,vertebrobasilar_tia,ได้ยินเสียงหึ่งในหู,tinnitus,1,1.5,
9064,dizziness,vertebrobasilar_tia,เดินเซ,ataxic_gait,1,1,
9065,dizziness,vertebrobasilar_tia,หูอื้อ/ไม่ได้ยินเสียง ทันที,hearing_loss_abrupt,1,-0.5,
9066,dizziness,vertebrobasilar_tia,หูอื้อ/ไม่ได้ยินเสียง เป็นๆหายๆ,hearing_loss_intermittent,1,-0.4,
9067,dizziness,vertebrobasilar_tia,แน่นในหู,ear_pressure,1,-1,
9068,dizziness,vertebrobasilar_tia,รู้สึกคล้ายเมาเรือ,motion_sickness,1,-1.3,
9069,dizziness,vertebrobasilar_tia,ปวดศีรษะ,headache,1,0.4,
9070,dizziness,vertebrobasilar_tia,ปวดศีรษะแบบตื้อๆตุบๆ,headache_throbbing,1,0.4,
9071,dizziness,vertebrobasilar_tia,ความจำแย่ลง,amnesia,1,0.2,
9072,dizziness,vertebrobasilar_tia,รู้สึกไม่สบายใจ หรือตื่นกลัว,anxiety,1,0.1,
9073,dizziness,vertebrobasilar_tia,นอนไม่หลับ,insomnia,1,0.3,
9074,dizziness,vertebrobasilar_tia,ชา,numbness,1,0.9,
9075,dizziness,vertebrobasilar_tia,ไม่สามารถจัดการเวลา หรือกิจวัตรประจำวันได้ดี,functional_impairment_routine_activities,1,0.2,
9076,dizziness,vertebrobasilar_tia,คิดช้าลง,cognitive_impairment,1,0.3,
9077,dizziness,vertebrobasilar_tia,มองเห็นภาพสั่น ,nystagmus,1,0.1,
9078,dizziness,vertebrobasilar_tia,ใจสั่น,palpitation,1,0.2,
9079,dizziness,vertebrobasilar_tia,เหงื่อแตก,sweating,1,0.5,
9080,dizziness,vertebrobasilar_tia,ถ่ายดำ ,maroon_stool,1,-0.5,
9081,dizziness,vertebrobasilar_tia,ถ่ายเป็นเลือด หรือถ่ายปนเลือด,hematochezia,1,-0.5,
9082,dizziness,vertebrobasilar_tia,เลือดออกง่าย ,bleeding_diathesis,1,-2,
9083,dizziness,vertebrobasilar_tia,ผิวช้ำตามตัว,easy_bruised_skin,1,-2,
9084,dizziness,bppv,เพศหญิง,female,1,0.7,
9085,dizziness,bppv,อายุ<_15,age_<_15,1,0.3,
9086,dizziness,bppv,อายุ15-30,age_15_30,1,0.9,
9087,dizziness,bppv,อายุ31-45,age_31_45,1,1.7,
9088,dizziness,bppv,อายุ46-60,age_46_60,1,2,
9089,dizziness,bppv,อายุ61-75,age_61_75,1,1.8,
9090,dizziness,bppv,อายุ_> 76,age_>_76,1,1.5,
9091,dizziness,bppv,เป็นขึ้นเฉียบพลันทันที,abrupt_onset,1,1.8,
9092,dizziness,bppv,เกิดขึ้นในหลักชั่วโมง,onset_hours,1,0.2,
9093,dizziness,bppv,เกิดขึ้นในหลักวันถึงสัปดาห์,onset_days_to_weeks,1,-0.3,
9094,dizziness,bppv,อาการเป็นๆหายๆเป็นพักๆ,intermittent,1,1.4,
9095,dizziness,bppv,เป็นอยู่นานหลักนาที,duration_minutes,1,2,
9096,dizziness,bppv,เป็นอยู่นานเป็นชั่วโมง ถึง วัน,duration_hours_to_days,1,0.2,
9097,dizziness,bppv,เป็นอยู่นานมากกว่า 3 วัน,duration_>_3days,1,-0.5,
9098,dizziness,bppv,อาการมากขึ้นเมื่อขยับศีรษะ หรือเปลี่ยนท่าทาง,more_dizzy_when_move,1,1.8,
9099,dizziness,bppv,ประวัติกระทบกระเทือนที่ศีรษะมาก่อน,history_of_head_injury,1,0.3,
9100,dizziness,bppv,ความเครียด,stress,1,0.1,
9101,dizziness,bppv,เกิดขึ้นเองโดยไม่มีปัจจัยกระตุ้น,occurred_without_stimulating_factors,1,0.8,
9102,dizziness,bppv,พูดไม่ชัด ,dysarthria,1,-1.3,
9103,dizziness,bppv,สับสน,confused,1,-2,
9104,dizziness,bppv,แขนขาอ่อนแรงครึ่งซีก,hemiparesis,1,-2.2,
9105,dizziness,bppv,ปากเบี้ยวหน้าเบี้ยว,facial_palsy,1,-1.8,
9106,dizziness,bppv,หยิบจับสิ่งของแล้วทำหลุดมือ,pick_up_the_item_and_drop_off,1,-0.2,
9107,dizziness,bppv,ตากระตุก ,eyelid_myokymia,1,0.4,
9108,dizziness,bppv,มองเห็นภาพมืดลงเป็นพักๆ ,amaurosis_fugax,1,-0.8,
9109,dizziness,bppv,เป็นลมหมดสติ,faint,1,-1.2,
9110,dizziness,bppv,มองเห็นภาพซ้อน,diplopia,1,-0.2,
9111,dizziness,bppv,เจ็บแน่นหน้าอก,chest_pain,1,-0.5,
9112,dizziness,bppv,บ้านหมุน,vertigo,1,4,
9113,dizziness,bppv,ทรงตัวลำบาก,postural_instability,1,2.2,
9114,dizziness,bppv,คลื่นไส้อาเจียน,nausea_and_vomiting,1,0.8,
9115,dizziness,bppv,ได้ยินเสียงหึ่งในหู,tinnitus,1,0.1,
9116,dizziness,bppv,เดินเซ,ataxic_gait,1,0.8,
9117,dizziness,bppv,หูอื้อ/ไม่ได้ยินเสียง ทันที,hearing_loss_abrupt,1,-0.2,
9118,dizziness,bppv,หูอื้อ/ไม่ได้ยินเสียง เป็นๆหายๆ,hearing_loss_intermittent,1,-0.1,
9119,dizziness,bppv,แน่นในหู,ear_pressure,1,-0.1,
9120,dizziness,bppv,รู้สึกคล้ายเมาเรือ,motion_sickness,1,1.3,
9121,dizziness,bppv,ปวดศีรษะ,headache,1,0.1,
9122,dizziness,bppv,ปวดศีรษะแบบตื้อๆตุบๆ,headache_throbbing,1,-0.1,
9123,dizziness,bppv,ความจำแย่ลง,amnesia,1,-0.4,
9124,dizziness,bppv,รู้สึกไม่สบายใจ หรือตื่นกลัว,anxiety,1,0.1,
9125,dizziness,bppv,นอนไม่หลับ,insomnia,1,-0.1,
9126,dizziness,bppv,ชา,numbness,1,-0.2,
9127,dizziness,bppv,คิดช้าลง,cognitive_impairment,1,-0.2,
9128,dizziness,bppv,มองเห็นภาพสั่น ,nystagmus,1,0.5,
9129,dizziness,bppv,ใจสั่น,palpitation,1,-0.3,
9130,dizziness,bppv,ถ่ายดำ ,maroon_stool,1,-2,
9131,dizziness,bppv,ถ่ายเป็นเลือด หรือถ่ายปนเลือด,hematochezia,1,-2,
